COMMON_NAME,SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,SURVEY,PURPOSE_CODE,SEASON,YEAR,CRUISE6,STRATUM,TOW,STATION,SHG,TOGA,TOWDATE,DEPTH,BOT_TEMP,LATITUDE,LONGITUDE,CATCH_WT_CAL,CATCH_NO_CAL
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01300,001,0086,123,,25NOV1963:09:48:00,279,6.9,42.283333,-67.233333,154.171,56.62
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01210,003,0087,123,,25NOV1963:13:10:00,57,8.9,42.083333,-67.383333,191.77,402.3
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01210,004,0088,123,,25NOV1963:15:45:00,94,8.3,42.100000,-67.466667,16.459,314.39
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01220,001,0089,111,,25NOV1963:19:00:00,167,6.1,42.100000,-67.566667,22.65,514.05
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01290,011,0090,123,,25NOV1963:22:00:00,220,6.8,42.216667,-67.583333,60.249,40.23
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01290,012,0091,111,,26NOV1963:00:30:00,190,6.9,42.100000,-67.750000,13.741,4.47
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01200,001,0092,123,,26NOV1963:02:07:00,55,9.1,41.933333,-67.800000,6.191,198.17
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01210,005,0093,123,,26NOV1963:03:05:00,73,9.2,41.916667,-67.900000,4.077,80.46
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01290,013,0094,123,,26NOV1963:06:40:00,227,6.8,42.150000,-67.950000,269.837,92.38
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01290,014,0095,123,,26NOV1963:09:06:00,214,6.9,42.016667,-68.083333,104.794,37.25
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01220,002,0096,123,,26NOV1963:10:44:00,183,6.3,41.883333,-68.100000,0,2.98
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01210,006,0097,111,,26NOV1963:12:10:00,91,7.5,41.816667,-68.166667,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01200,003,0098,135,,26NOV1963:13:25:00,51,8.9,41.750000,-68.150000,2.114,75.99
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01210,002,0099,123,,26NOV1963:14:40:00,82,8.9,41.766667,-68.233333,0,1.49
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01290,015,0100,123,,26NOV1963:18:00:00,215,7.2,41.750000,-68.333333,130.162,40.23
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01240,001,0101,123,,26NOV1963:19:46:00,183,6.9,41.833333,-68.533333,95.13,34.27
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01240,002,0102,123,,26NOV1963:22:39:00,183,6.1,42.000000,-68.400000,139.675,89.4
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01250,001,0103,123,,02DEC1963:19:18:00,48,9,41.450000,-69.483333,104.794,93.87
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01250,002,0104,135,,03DEC1963:07:30:00,49,7.8,41.616667,-69.650000,87.731,1665.82
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01230,001,0105,111,,03DEC1963:09:24:00,107,6.8,41.816667,-69.783333,0.755,1.49
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01240,003,0106,111,,03DEC1963:16:25:00,160,6.2,41.916667,-69.650000,0,1.49
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01240,004,0107,111,,03DEC1963:20:37:00,174,6.1,42.100000,-69.083333,45.149,19.37
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01240,005,0108,111,,03DEC1963:22:52:00,161,6.2,42.066667,-68.716667,4.077,52.15
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01240,006,0109,111,,04DEC1963:01:25:00,174,6.4,41.833333,-68.566667,142.393,71.52
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01240,007,0110,111,,04DEC1963:03:45:00,145,6.1,41.650000,-68.683333,1.359,50.66
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01240,008,0111,111,,04DEC1963:07:20:00,163,5.3,41.816667,-68.833333,21.291,11.92
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01240,009,0112,123,,04DEC1963:10:57:00,183,4.7,41.700000,-69.300000,164.439,78.97
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01240,010,0113,111,,04DEC1963:14:05:00,150,6,41.483333,-69.033333,20.536,26.82
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01240,011,0114,111,,04DEC1963:15:50:00,121,6.7,41.350000,-68.850000,2.114,80.46
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01230,002,0115,111,,04DEC1963:17:50:00,66,8.4,41.350000,-68.516667,160.966,114.73
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01190,001,0116,135,,04DEC1963:21:27:00,39,10.6,41.200000,-67.850000,118.535,40.23
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01190,002,0117,123,,04DEC1963:23:12:00,55,10.6,41.133333,-67.583333,159.607,56.62
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01190,003,0118,123,,05DEC1963:01:10:00,53,10.6,41.250000,-67.266667,61.004,37.25
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01190,004,0119,123,,05DEC1963:02:50:00,54,9.9,41.433333,-67.150000,458.285,426.14
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01160,005,0120,123,,05DEC1963:05:25:00,85,8.3,41.483333,-66.616667,57.531,250.32
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01170,001,0121,111,,05DEC1963:07:50:00,122,6.2,41.466667,-66.116667,49.377,181.78
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01170,002,0122,111,,05DEC1963:09:53:00,174,4.8,41.433333,-66.000000,121.857,114.73
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01170,003,0123,121,,05DEC1963:11:48:00,137,5.6,41.300000,-66.216667,53.454,64.07
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01170,004,0124,111,,05DEC1963:13:45:00,137,6,41.183333,-66.316667,41.827,80.46
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01160,006,0125,123,,05DEC1963:16:05:00,88,8,41.283333,-66.600000,57.531,387.4
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01160,007,0126,111,,05DEC1963:18:17:00,85,6.8,41.000000,-66.700000,140.43,284.59
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01180,001,0127,123,,05DEC1963:21:07:00,274,3.5,40.883333,-66.566667,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01170,005,0128,111,,06DEC1963:06:25:00,137,6.2,40.783333,-66.800000,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01130,001,0129,123,,06DEC1963:18:14:00,91,7.1,40.783333,-67.233333,0,1.49
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01140,001,0130,111,,06DEC1963:20:17:00,119,5.9,40.600000,-67.183333,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01150,001,0131,123,,06DEC1963:21:50:00,221,5.3,40.516667,-67.150000,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01140,002,0132,123,,07DEC1963:00:55:00,181,8.7,40.416667,-67.500000,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01140,003,0133,111,,07DEC1963:02:30:00,164,8.6,40.366667,-67.733333,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01140,004,0134,123,,07DEC1963:04:00:00,131,8.5,40.433333,-67.833333,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01130,002,0135,111,,07DEC1963:06:14:00,91,7.2,40.616667,-67.883333,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01130,003,0136,111,,07DEC1963:08:34:00,60,9.9,40.850000,-67.950000,6.191,1.49
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01200,004,0137,135,,07DEC1963:12:15:00,50,10.3,41.116667,-68.566667,264.401,251.81
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01230,003,0138,111,,07DEC1963:15:55:00,70,8.1,41.100000,-69.166667,269.233,233.93
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01130,004,0140,111,,07DEC1963:21:27:00,69,10.1,40.866667,-68.800000,15.704,7.45
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01130,005,0142,123,,08DEC1963:03:15:00,66,9.1,40.600000,-68.550000,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01140,005,0143,111,,08DEC1963:05:57:00,115,7.9,40.416667,-68.316667,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1963,196307,01140,006,0144,111,,08DEC1963:08:20:00,174,10.9,40.150000,-68.600000,0.755,1.49
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01250,001,0050,111,,30OCT1964:08:40:00,57,9.8,41.050000,-69.316667,189.052,286.08
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01250,002,0051,111,,30OCT1964:10:08:00,55,9.6,41.183333,-69.350000,183.616,230.95
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01230,001,0052,111,,30OCT1964:11:47:00,73,7,41.200000,-69.216667,380.822,196.68
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01250,003,0053,135,,30OCT1964:13:55:00,41,8.5,41.366667,-69.383333,149.339,682.42
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01230,002,0054,123,,30OCT1964:15:40:00,87,6.2,41.450000,-69.300000,979.386,1335.04
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01240,001,0055,111,,30OCT1964:17:40:00,146,5.7,41.433333,-69.116667,40.468,32.78
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01230,003,0056,111,,30OCT1964:19:55:00,99,6.2,41.283333,-68.816667,228.01,534.91
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01230,004,0057,111,,30OCT1964:21:21:00,90,7.1,41.150000,-68.866667,211.702,478.29
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01190,001,0058,123,,31OCT1964:02:54:00,52,12.6,41.000000,-68.533333,45.149,104.3
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01190,002,0059,123,,31OCT1964:07:07:00,51,12.7,40.800000,-68.583333,84.862,157.94
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01190,003,0060,111,,31OCT1964:09:11:00,55,11.3,40.733333,-68.466667,65.685,153.47
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01130,001,0061,135,,31OCT1964:12:16:00,88,8.5,40.466667,-68.566667,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01140,001,0062,111,,31OCT1964:15:10:00,165,8.5,40.183333,-68.583333,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01150,001,0063,111,,31OCT1964:17:30:00,183,10,40.200000,-68.416667,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01150,002,0064,111,,31OCT1964:20:21:00,194,8,40.266667,-68.200000,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01140,002,0065,111,,31OCT1964:23:17:00,128,7.2,40.433333,-68.033333,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01140,003,0066,111,,01NOV1964:02:05:00,147,7.5,40.383333,-67.766667,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01140,004,0067,111,,01NOV1964:05:45:00,131,7.3,40.516667,-67.383333,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01130,002,0068,111,,01NOV1964:08:03:00,86,7.8,40.650000,-67.616667,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01130,004,0069,123,,01NOV1964:15:45:00,73,10,40.733333,-67.550000,123.216,420.18
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01130,003,0070,111,,01NOV1964:14:15:00,66,10.8,40.783333,-67.633333,205.511,682.42
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01190,004,0071,135,,01NOV1964:19:23:00,46,13,41.100000,-68.150000,12.986,34.27
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01190,005,0072,123,,01NOV1964:22:44:00,51,11.1,41.150000,-67.533333,165.043,573.65
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01160,001,0073,135,,02NOV1964:01:46:00,65,10,41.200000,-67.033333,164.439,467.86
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01130,005,0074,111,,02NOV1964:05:30:00,93,6.8,40.733333,-67.283333,445.148,768.84
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01140,005,0075,111,,02NOV1964:08:31:00,137,7,40.700000,-66.966667,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01150,003,0076,111,,02NOV1964:10:05:00,236,7.7,40.633333,-66.916667,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01180,001,0077,111,,02NOV1964:12:25:00,185,8,40.816667,-66.666667,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01170,001,0078,111,,02NOV1964:13:40:00,136,7,40.883333,-66.633333,10.268,11.92
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01170,006,0079,123,,02NOV1964:16:30:00,156,9,41.116667,-66.333333,49.377,37.25
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01170,002,0080,111,,02NOV1964:18:40:00,128,9,41.333333,-66.233333,35.636,28.31
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01180,002,0081,111,,02NOV1964:20:57:00,198,7,41.383333,-66.016667,75.349,41.72
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01170,003,0082,111,,02NOV1964:22:33:00,128,7,41.466667,-66.050000,27.331,31.29
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01170,004,0083,111,,03NOV1964:00:50:00,133,6.2,41.650000,-65.900000,31.559,35.76
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01230,005,0091,111,,11NOV1964:07:01:00,91,6.1,42.033333,-69.850000,73.99,156.45
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01240,002,0093,111,,11NOV1964:14:14:00,188,5.1,42.150000,-69.183333,12.382,4.47
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01290,001,0130,111,,16NOV1964:12:47:00,179,5.7,42.666667,-68.300000,80.181,28.31
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01240,003,0131,111,,16NOV1964:16:05:00,169,4.7,42.200000,-68.533333,31.559,14.9
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01290,002,0132,111,,16NOV1964:20:21:00,186,5.4,42.400000,-67.900000,91.053,38.74
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01290,003,0133,111,,17NOV1964:00:15:00,256,6.8,42.650000,-67.283333,3.473,2.98
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01290,004,0134,111,,17NOV1964:21:35:00,183,6.1,42.666667,-67.616667,7.55,4.47
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01290,005,0153,111,,23NOV1964:06:10:00,220,5.2,42.150000,-66.050000,25.368,14.9
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01170,005,0154,122,,23NOV1964:08:09:00,163,6,42.050000,-65.950000,25.368,38.74
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01160,002,0155,111,,23NOV1964:11:08:00,82,8,41.700000,-66.266667,39.109,195.19
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01160,003,0156,111,,23NOV1964:13:10:00,84,8,41.500000,-66.383333,89.09,406.77
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01160,004,0157,111,,23NOV1964:15:12:00,67,8.7,41.566667,-66.750000,350.622,1045.98
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01160,005,0158,123,,23NOV1964:18:02:00,64,8.8,41.750000,-66.833333,38.354,61.09
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01160,006,0159,135,,23NOV1964:21:40:00,72,6.5,41.833333,-66.566667,20.536,32.78
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01160,007,0160,111,,24NOV1964:00:25:00,82,7.7,42.016667,-66.483333,5.436,5.96
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01290,006,0161,111,,24NOV1964:02:40:00,190,7.3,42.166667,-66.400000,22.65,41.72
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01210,001,0162,123,,24NOV1964:05:37:00,64,7.5,42.100000,-66.750000,138.316,101.32
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01210,002,0163,123,,24NOV1964:07:14:00,62,8.7,42.100000,-66.933333,67.195,195.19
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01200,001,0164,123,,24NOV1964:09:00:00,52,8.6,42.033333,-67.166667,28.841,22.35
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01220,005,0165,135,,24NOV1964:10:54:00,183,6.9,42.183333,-67.050000,2.718,1.49
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01300,001,0166,122,,24NOV1964:13:16:00,336,6.5,42.366667,-67.033333,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01300,002,0167,111,,24NOV1964:15:03:00,302,6,42.516667,-66.933333,23.254,26.82
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01220,002,0168,111,,24NOV1964:19:51:00,190,6.5,42.150000,-67.666667,63.722,29.8
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01220,003,0169,111,,24NOV1964:21:30:00,170,6,42.066667,-67.700000,12.382,17.88
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01290,007,0170,111,,25NOV1964:00:40:00,252,6,42.033333,-68.050000,19.177,7.45
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01240,004,0171,111,,25NOV1964:04:47:00,130,5.1,41.966667,-68.816667,8.154,84.93
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01250,004,0172,135,,03DEC1964:18:00:00,56,7.4,41.700000,-69.766667,37.599,43.21
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01230,006,0173,123,,03DEC1964:19:16:00,90,7.2,41.650000,-69.583333,15.704,34.27
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01240,005,0174,111,,03DEC1964:23:00:00,168,5,41.783333,-68.850000,19.177,5.96
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01240,006,0175,111,,04DEC1964:01:10:00,165,4.9,41.700000,-68.516667,,
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01290,008,0176,111,,04DEC1964:03:30:00,197,5.6,41.883333,-68.350000,23.254,5.96
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01220,004,0177,111,,04DEC1964:05:35:00,110,6.5,41.783333,-68.316667,36.24,17.88
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01210,003,0178,111,,04DEC1964:06:51:00,80,7,41.800000,-68.183333,49.981,28.31
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01220,001,0179,111,,04DEC1964:08:22:00,184,5,41.883333,-68.116667,13.741,5.96
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01210,004,0180,111,,04DEC1964:09:57:00,76,7.8,41.850000,-68.016667,219.101,226.48
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01200,002,0181,135,,04DEC1964:11:14:00,31,7.5,41.766667,-67.916667,54.813,157.94
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01200,003,0182,135,,04DEC1964:13:18:00,40,7.4,41.983333,-67.566667,19.177,16.39
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01200,004,0183,111,,04DEC1964:14:33:00,55,7.3,41.933333,-67.483333,569.874,783.74
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01200,005,0184,135,,04DEC1964:15:53:00,47,7.3,41.866667,-67.450000,474.593,679.44
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1964,196413,01190,006,0185,111,,04DEC1964:18:16:00,50,7.8,41.766667,-67.316667,318.459,621.33
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1965,196514,01230,001,0030,111,,11OCT1965:02:33:00,107,4.3,41.883333,-69.783333,21.895,35.76
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1965,196514,01250,001,0031,135,,11OCT1965:04:26:00,53,5.4,41.683333,-69.733333,102.076,140.06
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1965,196514,01240,001,0032,111,,11OCT1965:06:23:00,144,5,41.750000,-69.666667,4.077,5.96
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1965,196514,01240,002,0033,111,,11OCT1965:07:45:00,115,4.8,41.700000,-69.500000,95.885,67.05
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1965,196514,01240,003,0035,111,,11OCT1965:12:00:00,162,4.9,41.866667,-69.000000,15.704,13.41
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1965,196514,01240,004,0036,111,,11OCT1965:13:46:00,153,4.9,41.883333,-68.783333,2.718,1.49
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1965,196514,01240,005,0037,111,,11OCT1965:17:05:00,195,6,41.916667,-68.383333,93.771,32.78
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1965,196514,01290,001,0038,111,,11OCT1965:18:30:00,212,6,42.033333,-68.266667,27.331,11.92
HADDOCK,164744,GBK,NONE,NMFS fall BTS,10,FALL,1965,196514,01290,002,0041,111,,12OCT1965:04:10:00,185,6,42.533333,-68.233333,64.326,38.74
