COMMON_NAME,SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,SURVEY,PURPOSE_CODE,SEASON,YEAR,CRUISE6,STRATUM,TOW,STATION,SHG,TOGA,TOWDATE,DEPTH,BOT_TEMP,LATITUDE,LONGITUDE,CATCH_WT_CAL,CATCH_NO_CAL
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1964,196413,01380,002,0103,111,,12NOV1964:18:20:00,154,5.6,43.350000,-69.166667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1964,196413,01380,003,0104,111,,12NOV1964:20:10:00,136,6,43.316667,-68.916667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1964,196413,01380,004,0110,111,,13NOV1964:06:52:00,177,4.9,43.366667,-68.483333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1964,196413,01380,005,0111,111,,13NOV1964:08:50:00,128,6.5,43.450000,-68.750000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1964,196413,01390,001,0113,131,,13NOV1964:22:15:00,69,7.5,44.050000,-68.216667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1964,196413,01390,002,0114,111,,14NOV1964:00:20:00,95,7,44.100000,-67.916667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1964,196413,01380,006,0115,111,,14NOV1964:02:30:00,160,6.5,44.066667,-67.700000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1964,196413,01390,003,0116,123,,14NOV1964:06:50:00,73,7.5,44.300000,-67.700000,3.197,8.76
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01260,001,0001,111,,06OCT1965:19:04:00,89,5.5,42.266667,-70.400000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01260,002,0002,123,,06OCT1965:21:30:00,37,9.2,42.333333,-70.233333,88.265,77.38
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01270,001,0003,111,,07OCT1965:00:44:00,178,5.5,42.533333,-69.916667,1.251,1.46
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01270,002,0004,111,,07OCT1965:02:57:00,133,5,42.550000,-70.016667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01260,003,0005,111,,07OCT1965:05:20:00,82,4.8,42.650000,-70.250000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01260,004,0006,111,,07OCT1965:07:07:00,93,4.5,42.600000,-70.383333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01400,001,0007,111,,07OCT1965:09:05:00,91,3.8,42.783333,-70.466667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01270,003,0008,111,,07OCT1965:11:57:00,174,4.8,43.000000,-70.200000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01270,004,0009,111,,07OCT1965:13:56:00,125,4,43.100000,-70.300000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01400,002,0010,111,,07OCT1965:16:19:00,104,4.2,43.283333,-70.183333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01400,003,0011,111,,07OCT1965:19:32:00,110,4.5,43.533333,-69.750000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01400,004,0012,111,,07OCT1965:22:00:00,95,6,43.700000,-69.433333,0.0827260017,1.46
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01390,001,0013,135,,08OCT1965:00:39:00,70,7,43.750000,-69.033333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01390,002,0014,123,,08OCT1965:03:08:00,73,7.2,43.666667,-68.966667,1.39,1.46
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01390,003,0015,111,,08OCT1965:14:45:00,91,7.6,43.816667,-68.650000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01380,001,0016,111,,08OCT1965:18:35:00,176,5.8,43.616667,-68.200000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01380,002,0018,111,,09OCT1965:08:45:00,179,5.3,43.450000,-68.500000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01380,003,0019,135,,09OCT1965:10:55:00,141,5.8,43.516667,-68.666667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01380,004,0020,111,,09OCT1965:17:00:00,139,5.2,43.450000,-69.066667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01380,005,0021,122,,09OCT1965:20:00:00,153,4.8,43.350000,-69.200000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01380,007,0048,111,,12OCT1965:23:43:00,125,8,44.216667,-67.800000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1965,196514,01380,006,0049,111,,13OCT1965:02:05:00,118,6,44.200000,-67.600000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01270,001,0009,111,,13OCT1966:16:23:00,173,4.7,42.583333,-69.916667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01260,001,0010,135,,13OCT1966:18:39:00,142,5.6,42.483333,-70.233333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01260,002,0011,111,,13OCT1966:20:25:00,91,5.8,42.400000,-70.516667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01260,003,0012,111,,13OCT1966:23:16:00,87,4.8,42.566667,-70.166667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01260,004,0013,111,,14OCT1966:00:56:00,82,4.8,42.633333,-70.250000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01400,001,0014,111,,14OCT1966:03:12:00,88,4.2,42.866667,-70.550000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01400,002,0015,111,,14OCT1966:06:13:00,82,4.5,43.083333,-70.416667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01270,002,0016,123,,14OCT1966:08:50:00,110,4.3,43.116667,-70.316667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01270,003,0017,111,,14OCT1966:11:15:00,160,4.8,42.983333,-69.983333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01270,004,0023,135,,15OCT1966:00:28:00,138,4.5,43.233333,-70.083333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01400,003,0024,123,,15OCT1966:03:10:00,81,4.8,43.533333,-69.900000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01380,001,0026,123,,15OCT1966:08:08:00,118,5.2,43.650000,-69.133333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01390,001,0027,122,,15OCT1966:09:55:00,85,6.9,43.800000,-69.050000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01380,002,0028,111,,15OCT1966:12:50:00,126,,43.566667,-68.900000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01380,003,0029,111,,15OCT1966:14:52:00,135,5.1,43.483333,-68.983333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01380,004,0030,111,,15OCT1966:16:46:00,159,5.3,43.400000,-69.033333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01380,005,0032,111,,15OCT1966:21:05:00,165,5.2,43.366667,-68.566667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01390,002,0035,135,,16OCT1966:06:54:00,87,7.9,43.950000,-68.416667,3.753,5.84
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01390,003,0036,111,,16OCT1966:10:35:00,64,8,44.300000,-67.783333,3.753,8.76
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1966,196614,01390,004,0037,111,,16OCT1966:12:07:00,61,8.6,44.466667,-67.550000,0.695,8.76
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01260,001,0203,111,,08NOV1967:05:23:00,91,,42.050000,-69.883333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01260,002,0204,111,,08NOV1967:09:25:00,42,8,42.183333,-70.150000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01260,003,0205,123,,08NOV1967:13:20:00,71,8.5,42.266667,-70.316667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01260,004,0206,111,,08NOV1967:16:06:00,73,5.5,42.350000,-70.166667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01270,001,0207,111,,08NOV1967:18:45:00,139,4,42.533333,-70.016667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01270,002,0210,111,,09NOV1967:01:35:00,131,4.8,42.800000,-70.066667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01260,005,0211,123,,09NOV1967:04:36:00,83,4.9,42.600000,-70.366667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01400,001,0212,111,,09NOV1967:06:25:00,109,3.6,42.800000,-70.500000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01400,002,0213,123,,09NOV1967:09:38:00,96,4.8,43.083333,-70.350000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01270,003,0214,123,,09NOV1967:10:51:00,128,,43.066667,-70.300000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01380,001,0215,111,,09NOV1967:13:35:00,155,,43.333333,-69.966667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01270,004,0216,111,,09NOV1967:14:55:00,129,5.2,43.383333,-70.016667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01400,003,0217,111,,09NOV1967:16:32:00,84,,43.583333,-69.900000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01400,004,0218,111,,09NOV1967:18:53:00,107,7.9,43.700000,-69.516667,0.2729357646,1.46
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01380,002,0219,123,,09NOV1967:20:45:00,133,,43.516667,-69.400000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01380,003,0222,111,,10NOV1967:06:47:00,178,6,43.600000,-68.216667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01380,004,0237,122,,11NOV1967:17:45:00,124,6.7,44.066667,-67.766667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01390,003,0238,122,,11NOV1967:19:22:00,82,,44.133333,-67.950000,1.251,1.46
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01390,002,0239,123,,11NOV1967:22:41:00,89,8.4,44.000000,-68.416667,0.834,1.46
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1967,196721,01390,001,0240,111,,12NOV1967:00:10:00,88,7.7,43.900000,-68.500000,0.5859988259,1.46
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01380,003,0229,111,,11NOV1968:23:15:00,179,6.5,43.700000,-68.166667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01260,002,0234,111,,19NOV1968:11:12:00,91,6.8,42.350000,-70.100000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01260,001,0235,111,,19NOV1968:14:19:00,94,8.6,42.616667,-70.116667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01270,003,0236,111,,19NOV1968:17:08:00,107,8.1,42.816667,-70.100000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01260,004,0237,111,,19NOV1968:23:23:00,79,8.7,42.583333,-70.216667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01260,003,0238,123,,20NOV1968:02:00:00,54,9,42.416667,-70.350000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01270,002,0239,111,,20NOV1968:05:13:00,128,7.3,42.183333,-70.016667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01270,001,0240,111,,20NOV1968:08:47:00,192,4.8,42.066667,-69.750000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01380,004,0264,111,,23NOV1968:20:37:00,135,10,44.266667,-67.550000,1.946,1.46
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01390,003,0265,111,,24NOV1968:01:50:00,114,8.1,43.833333,-68.466667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01390,001,0266,123,,24NOV1968:04:50:00,63,8.8,43.700000,-68.883333,3.197,2.92
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01390,002,0267,111,,24NOV1968:13:02:00,86,8.9,43.716667,-69.050000,3.753,2.92
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01400,003,0268,123,,24NOV1968:14:32:00,90,8.8,43.750000,-69.116667,3.753,7.3
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01380,001,0269,111,,24NOV1968:17:00:00,167,7.3,43.416667,-69.100000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01380,002,0270,111,,24NOV1968:23:20:00,141,7.6,43.500000,-69.450000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01400,002,0271,111,,25NOV1968:01:43:00,85,7.8,43.600000,-69.650000,0.3876145506,1.46
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01400,001,0272,121,,25NOV1968:05:13:00,112,10.1,43.300000,-70.166667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1968,196817,01270,004,0273,131,,25NOV1968:08:35:00,170,7.6,43.033333,-69.983333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01390,003,0228,111,,19NOV1969:15:33:00,94,9.2,44.266667,-67.650000,7.506,14.6
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01390,002,0229,111,,19NOV1969:16:57:00,113,9.2,44.200000,-67.816667,6.255,10.22
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01380,005,0230,111,,19NOV1969:18:32:00,178,8.9,44.166667,-67.783333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01390,001,0231,111,,19NOV1969:22:04:00,101,9.2,43.933333,-68.333333,6.95,7.3
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01380,004,0232,111,,20NOV1969:01:03:00,170,7,43.733333,-68.166667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01380,001,0239,111,,20NOV1969:20:10:00,201,6.7,43.283333,-68.316667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01380,002,0240,111,,20NOV1969:22:56:00,183,9.2,43.466667,-68.500000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01380,003,0244,111,,21NOV1969:08:05:00,146,8,43.500000,-69.400000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01400,003,0245,132,,21NOV1969:12:46:00,102,8,43.550000,-69.716667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01400,002,0246,111,,21NOV1969:14:48:00,113,8.4,43.433333,-70.000000,2.085,4.38
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01270,004,0247,111,,21NOV1969:16:58:00,145,7,43.216667,-70.033333,0.695,1.46
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01270,003,0248,111,,21NOV1969:19:12:00,130,8,43.183333,-70.133333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01400,001,0249,111,,21NOV1969:21:16:00,104,,43.033333,-70.383333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01270,002,0254,111,,22NOV1969:09:25:00,116,8.8,42.700000,-70.116667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01270,001,0255,111,,22NOV1969:10:53:00,160,6.7,42.533333,-69.983333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01260,003,0256,111,,22NOV1969:12:30:00,91,8.4,42.433333,-70.050000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01260,004,0257,111,,22NOV1969:13:55:00,82,8.2,42.450000,-70.116667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01260,005,0258,111,,22NOV1969:15:55:00,99,8.5,42.466667,-70.416667,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01260,002,0259,135,,22NOV1969:17:58:00,29,8.5,42.283333,-70.300000,3.614,2.92
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1969,196911,01260,001,0260,111,,22NOV1969:19:46:00,106,6.5,42.216667,-70.050000,0.695,1.46
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1970,197006,01260,001,0186,111,,05NOV1970:16:50:00,29,10.9,42.200000,-70.283333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1970,197006,01260,002,0187,111,,05NOV1970:18:11:00,28,10.8,42.200000,-70.233333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1970,197006,01390,003,0279,111,,17NOV1970:10:59:00,94,8.9,44.300000,-67.600000,1.946,1.46
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1970,197006,01390,002,0280,123,,17NOV1970:13:25:00,92,9.2,44.216667,-67.816667,3.197,7.3
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1970,197006,01380,006,0281,123,,17NOV1970:16:00:00,174,7.3,43.950000,-67.800000,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1970,197006,01390,001,0283,123,,18NOV1970:03:07:00,87,9.2,43.933333,-68.550000,3.197,4.38
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1970,197006,01380,004,0284,111,,18NOV1970:05:36:00,128,8.3,43.600000,-68.583333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1970,197006,01380,005,0285,134,,18NOV1970:08:38:00,103,9.9,43.616667,-68.933333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1970,197006,01380,002,0286,111,,18NOV1970:11:12:00,146,8.7,43.616667,-68.933333,,
"FLOUNDER,WINTER",172905,GOM,NONE,NMFS fall BTS,10,FALL,1970,197006,01380,001,0287,123,,18NOV1970:14:17:00,185,6.3,43.300000,-68.516667,,
